MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
29884,2/16/2008,02-02-2014,Male,4,daqing,heilongjiang,CN,38,3/31/2014,2,2068,0,1747,2020,03-04-2014,28,31,31,0,0.91,2068,0
47481,4/19/2007,12/17/2008,Male,4,beijing,beijing,CN,38,3/31/2014,2,2068,0,1747,2020,7/24/2013,252,7,7,0,0.91,2068,0
35162,09-08-2012,09-08-2012,Male,4,shenzhen,guangdong,CN,35,3/31/2014,2,1786,1758,0,2862,03-09-2013,389,182,182,0,0.642120894,1786,0
45465,10-02-2012,3/23/2014,Female,4,beijing,beijing,CN,38,3/31/2014,2,1549,0,1810,2214,3/24/2014,8,1,1,0,0.83,7306,15
53070,04-06-2012,04-07-2012,Male,4,shenyangshi,liaoningsheng,CN,48,3/31/2014,2,1307,700,1146,2423,12/14/2013,109,616,616,0,0.758390425,1307,0
27715,3/30/2006,07-10-2006,Male,4,jiangmenshi,guangdong,CN,68,3/31/2014,3,1302,930,921,3336,01-07-2014,85,164,194,0,0.550755396,1302,0
61052,10/25/2012,10/30/2012,Male,4,wulumuqi,xinjiang,CN,48,3/31/2014,3,886,0,0,4023,08-04-2013,241,139,232,0,0.456666667,886,0
26071,02-07-2011,05-03-2011,Male,4,beijing,beijing,CN,41,3/31/2014,3,1455,497,1418,3156,09-07-2013,207,176,338,0,0.582091255,1455,0
40502,3/22/2011,7/30/2011,Male,4,shanghai,shanghai,CN,35,3/31/2014,3,1924,1975,0,2229,10/16/2012,533,69.5,137,0,0.824091521,1924,0
11688,8/19/2007,5/25/2012,Male,4,guangzhou,guangdong,CN,54,3/31/2014,2,1867,2044,0,1312,5/27/2012,675,2,2,0,1.4,1867,0
12270,07-06-2008,9/21/2008,Female,4,shanghai,shanghai,CN,31,3/31/2014,2,1898,0,1644,4161,2/14/2014,47,7,7,2,0.441377073,1898,2
22226,09-12-2009,09-12-2009,Female,4,guangzhou,guangdong,CN,34,3/31/2014,3,1382,1865,0,3461,11/28/2012,490,2,2,0,0.530583646,1903,15
725,5/24/2006,5/24/2006,Male,4,guangzhou,guangdong,CN,49,3/31/2014,2,1471,0,2970,2929,12/24/2013,99,103,103,0,0.626766815,1471,0
55930,11-08-2012,11/13/2012,Male,4,beijing,beijing,CN,40,3/31/2014,3,1000,1420,578,3868,4/28/2013,339,83,164,0,0.474534643,1000,0
24511,4/24/2012,4/30/2012,Male,4,-,-,CN,38,3/31/2014,2,1758,1740,0,2132,4/30/2012,702,0,0,0,0.860881801,1758,0
57302,7/23/2009,7/23/2009,Male,4,beijing,beijing,CN,37,3/31/2014,3,1292,552,1251,3267,11/30/2013,123,176.5,183,0,0.561763085,1292,0
23952,10-10-2011,02-12-2012,Female,4,dalian,liaoningsheng,CN,37,3/31/2014,5,1618,432,666,3583,06-06-2013,300,96,239,0,0.512126709,1618,0
29645,11/18/2007,11/18/2007,Male,4,luoyangshi,henansheng,CN,39,3/31/2014,2,2051,0,1715,2319,1/25/2014,67,151,151,0,0.791129797,2051,0
14532,5/26/2011,11/25/2011,Male,4,shanghai,shanghai,CN,30,3/31/2014,3,996,790,529,3379,6/29/2013,277,168.5,195,0,0.54293282,996,0
10513,06-05-2011,07-06-2012,Male,4,nanjing,jiangsu,CN,44,3/31/2014,2,1569,2006,0,2158,07-07-2012,634,1,1,0,0.85,1569,0
10560,10-06-2011,1/19/2012,Male,4,liuhe,jiangsu,CN,42,3/31/2014,4,896,1180,826,4316,5/15/2013,322,99.66666667,294,0,0.425,896,0
27673,03-01-2006,03-03-2006,Male,4,guangzhou,guangdong,CN,40,3/31/2014,2,1569,2006,0,2158,4/18/2012,714,1,1,1,0.85,6681,26
29302,8/27/2005,11/23/2005,Female,4,hangzhou,zhejiang,CN,33,3/31/2014,3,1344,1365,0,2712,02-08-2013,418,123,170,0,0.676364307,1344,0
30654,11-01-2008,3/18/2009,Male,4,,,PH,56,3/31/2014,2,920,0,1700,2800,3/23/2014,9,3,3,0,0.655,920,0
59700,03-09-2012,03-11-2012,Female,4,changchunshi,jilinsheng,CN,68,3/31/2014,3,1285,660,1054,3365,3/19/2014,13,269.5,539,0,0.544950966,1285,0
226,02-01-2011,3/17/2011,Female,4,guangzhou,guangdong,CN,31,3/31/2014,2,1314,1620,0,3667,10/19/2012,530,79,79,0,0.5,2303,6
10133,04-11-2007,05-03-2007,Male,4,wuhan,hubei,CN,69,3/31/2014,3,1481,1953,0,2619,02-06-2013,420,70.5,139,0,0.7,1481,0
8003,3/30/2012,04-02-2012,Male,4,shenyangshi,liaoningsheng,CN,35,3/31/2014,3,1770,1640,0,4583,04-12-2012,720,5,10,0,0.4,1770,0
61704,8/21/2009,2/18/2010,Male,4,gongzhulingshi,jilinsheng,CN,39,3/31/2014,3,1741,1810,0,2527,06-09-2012,662,3,5,0,0.725385833,3346,2
61020,3/15/2013,3/15/2013,Female,4,jinan,shandong,CN,28,3/31/2014,3,1124,1247,524,3353,6/17/2013,289,47,93,0,0.546680585,1124,0
21368,5/24/2008,03-07-2010,Male,4,baishan,jilin,CN,42,3/31/2014,2,1631,1820,0,1833,5/28/2012,674,5,5,0,1,1631,0
26017,12-10-2011,12-10-2011,Female,4,wafangdian,liaoning,CN,39,3/31/2014,2,1566,1088,0,2462,06-09-2013,297,402,402,0,0.744504468,1566,0
2431,7/13/2009,09-11-2013,Male,4,guangzhou,guangdong,CN,40,3/31/2014,2,448,0,1544,4915,01-02-2014,90,113,113,0,0.372929807,448,0
28784,7/25/2012,1/22/2013,Male,4,shenyang,liaoning,CN,25,3/31/2014,3,616,660,1089,5187,8/31/2013,214,110.5,167,0,0.353333333,616,0
27966,10-12-2006,6/14/2010,Male,4,shanghai,shanghai,CN,35,3/31/2014,2,1713,0,0,2871,8/30/2013,215,312,312,0,0.638359457,1713,0
6546,6/24/2012,6/24/2012,Male,4,changsha,hunan,CN,55,3/31/2014,2,1654,1680,297,2177,03-08-2014,24,623,623,0,0.841855765,1654,0
52417,1/25/2013,1/26/2013,Male,4,BOREHAMWODD,HERTFORDSMIRE,GB,36,3/31/2014,4,1884,462,2921,2252,11-05-2013,148,94.33333333,144,0,0.813805506,1884,0
37970,3/15/2013,11-12-2013,Male,4,Singapore,,SG,40,3/31/2014,2,1628,0,757,2533,1/23/2014,69,72,72,0,0.723493881,1628,0
42051,4/23/2012,4/23/2012,Female,4,hangzhou,zhejiang,CN,30,3/31/2014,2,1150,1715,0,3073,05-08-2012,694,15,15,0,0.596355353,1150,0
3827,11/18/2008,11/18/2008,Male,4,guangzhou,guangdong,CN,41,3/31/2014,2,1050,0,1091,4476,11/16/2013,137,58,58,0,0.4093521,5667,10
18134,7/29/2010,12-03-2010,Female,4,SHANGHAI,,CN,47,3/31/2014,2,986,980,798,2873,01-12-2014,80,432,432,0,0.637737557,986,0
21066,3/20/2008,8/27/2011,Male,4,zhongshan,guangdong,CN,50,3/31/2014,4,718,1081,749,4351,9/19/2013,195,99.66666667,215,0,0.421098598,718,0
50103,1/28/2011,1/28/2011,Male,4,hulunbeier,neimenggu,CN,48,3/31/2014,3,1682,1050,883,2231,10/23/2013,161,234,465,0,0.82109368,1682,0
41431,8/15/2012,8/15/2012,Male,4,xianggang,.,HK,35,3/31/2014,2,959,917,0,2813,11-01-2012,517,78,78,0,0.65115535,959,0
15204,11-09-2011,11-09-2011,Female,4,yunfu,guangdong,CN,53,3/31/2014,2,1313,0,1549,3544,9/15/2013,199,5,5,0,0.516834086,1313,0
52015,12/26/2012,1/17/2013,Male,4,shenzhen,guangdong,CN,45,3/31/2014,2,1974,1704,0,2058,3/27/2013,371,69,69,0,0.8898931,1974,0
33528,4/19/2012,4/19/2012,Female,4,guangzhou,guangdong,CN,37,3/31/2014,3,1382,1600,0,2486,6/14/2013,292,210.5,418,0,0.736637168,1382,0
36180,1/15/2011,10/31/2011,Female,4,zhengzhou,henan,CN,41,3/31/2014,2,1088,1763,0,2930,4/15/2012,717,10,10,0,0.625,6809,11
3115,3/22/2008,5/24/2008,Male,4,shanghai,shanghai,CN,42,3/31/2014,2,1677,1792,0,2616,6/30/2012,641,74,74,0,0.7,11193,23
11307,9/22/2005,10/16/2005,Male,4,foshan,guangdong,CN,40,3/31/2014,2,1677,1024,768,2616,5/25/2013,312,197,197,0,0.7,4870,25
14610,11/29/2011,11/29/2011,Male,4,shenzhen,guangdong,CN,34,3/31/2014,2,922,1656,0,3052,8/20/2012,590,29,29,0,0.6,922,0
31395,2/22/2010,4/18/2010,Female,4,foshan,guangdong,CN,30,3/31/2014,2,1677,0,1792,2616,04-07-2013,360,2,2,0,0.7,1677,0
34252,1/28/2013,1/28/2013,Female,4,zhuhai,guangdong,CN,36,3/31/2014,2,1677,1792,0,2616,1/31/2013,426,3,3,0,0.7,1677,0
46727,2/22/2012,05-01-2012,Female,4,guangzhou,guangdong,CN,28,3/31/2014,2,1677,1792,0,2616,02-02-2013,424,277,277,0,0.7,1677,0
55043,12/15/2006,9/18/2007,Male,4,guangzhou,guangdong,CN,53,3/31/2014,2,958,1792,0,2616,11-10-2012,508,2,2,0,0.7,1058,1
60441,3/14/2012,5/16/2012,Female,4,shanghaishi,shanghai,CN,38,3/31/2014,2,958,1792,0,2616,5/19/2012,683,3,3,0,0.7,958,0
15195,12/19/2012,12/20/2012,Male,4,shamen,fujian,CN,40,3/31/2014,3,1800,2708,0,2521,12/22/2012,466,1,2,0,0.726299088,1800,0
60990,9/16/2012,9/16/2012,Male,4,zhanjiang,guangdong,CN,32,3/31/2014,2,1263,1920,0,2421,9/16/2012,563,0,0,0,0.756257745,1263,0
2294,8/18/2005,10/25/2013,Female,4,guangzhou,guangdong,CN,33,3/31/2014,3,1170,0,1878,2802,3/22/2014,10,74.5,147,0,0.653340471,1170,0
51345,7/24/2012,7/24/2012,Female,4,hubeiwuhan,wuhan,CN,31,3/31/2014,2,1674,1800,0,2034,8/18/2012,592,25,25,0,0.9,1674,0
56315,07-05-2005,07-05-2005,Female,4,shanghai,shanghai,CN,39,3/31/2014,2,1198,1280,0,2845,10-11-2013,173,440,440,0,0.64343761,1198,0
17124,02-10-2012,2/15/2012,Male,4,benxi,liaoning,CN,49,3/31/2014,2,1830,0,1974,1298,3/28/2014,4,2,2,0,1.41,1830,0
61939,11-07-2011,11-07-2011,Male,4,shenyang,liaoning,CN,33,3/31/2014,3,1887,1210,719,1629,7/26/2013,250,226.5,377,0,1.123327195,1887,0
11881,12-10-2007,4/19/2012,Female,4,beijing,beijing,CN,59,3/31/2014,2,1628,1003,780,2828,5/17/2013,320,393,393,0,0.647029703,1628,0
4686,01-08-2011,01-08-2011,Male,4,quanzhou,fujian,CN,41,3/31/2014,4,1278,2019,0,2947,1/13/2013,444,90,126,0,0.620885646,1278,0
7034,10-12-2012,10/13/2012,Female,4,guangzhou,guangdong,CN,27,3/31/2014,2,1713,1280,607,1875,09-05-2013,209,327,327,0,0.975808,1713,0
28638,12-12-2011,10-01-2013,Female,4,,beijing,CN,26,3/31/2014,2,763,0,1581,3934,10-09-2013,175,8,8,0,0.465,763,0
27369,11-08-2011,7/16/2012,Female,4,wuhan,hubei,CN,32,3/31/2014,2,1915,1824,0,2053,8/26/2012,584,41,41,0,0.890891378,1934,7
38726,10/19/2007,02-02-2008,Male,4,shanghai,shanghai,CN,56,3/31/2014,2,1572,0,1808,2554,2/25/2014,36,6,6,0,0.716123727,1572,0
7712,01-04-2013,01-04-2013,Female,4,Jung-gu,Daegu,KR,49,3/31/2014,2,1584,3050,0,2286,01-07-2013,450,3,3,0,0.8,1584,0
14479,4/20/2012,4/20/2012,Male,4,Dalseo-gu,Daegu,KR,55,3/31/2014,2,1584,3000,0,2286,6/20/2012,651,61,61,0,0.8,1584,0
23555,7/27/2012,7/27/2012,Male,4,Dalseo-gu,Daegu,KR,68,3/31/2014,2,1584,3050,0,2286,08-03-2012,607,7,7,0,0.8,1584,0
32654,03-07-2012,03-09-2012,Male,4,daqing,heilongjiang,CN,42,3/31/2014,2,2068,0,1737,2020,1/23/2014,69,188,188,0,0.905,2068,0
35833,11/17/2008,11/17/2008,Female,4,HRB,heilongjiang,CN,37,3/31/2014,2,2068,0,1737,2020,1/31/2014,61,161,161,0,0.905,2068,0
45265,3/14/2011,12-12-2013,Female,4,,liaoning,CN,35,3/31/2014,2,0,0,1640,4570,12/16/2013,107,4,4,0,0.4,10467,25
60173,12-12-2011,1/15/2012,Female,4,zhaoqing,guangdong,CN,36,3/31/2014,2,1538,1640,0,4570,8/30/2012,580,39,39,0,0.4,1538,0
5949,10/18/2011,10/18/2011,Female,4,guiyang,guizhou,CN,47,3/31/2014,4,1034,0,1684,4508,2/13/2014,48,8.666666667,22,0,0.405423691,1134,1
34244,01-11-2013,08-10-2013,Male,4,hangzhou,zhejiang,CN,46,3/31/2014,2,2353,0,1905,2267,08-10-2013,235,0,0,0,0.806193207,2353,0
58383,11/18/2009,6/13/2011,Male,4,shenzhen,guangdong,CN,38,3/31/2014,3,968,0,0,4122,6/21/2013,285,180,357,0,0.443333333,968,0
15924,9/27/2012,9/30/2012,Male,4,.,.,CN,59,3/31/2014,2,1193,1610,0,2247,10-04-2012,545,4,4,0,0.813084112,1193,0
7216,01-09-2013,01-09-2013,Male,4,tianjin,.,CN,65,3/31/2014,2,1631,1654,0,3532,02-09-2013,417,31,31,0,0.517214043,1631,0
12184,2/28/2009,3/16/2009,Female,4,maoming,guangdong,CN,56,3/31/2014,2,1257,0,1680,3446,10/21/2013,163,32,32,0,0.530116077,1257,0
11655,7/20/2007,9/14/2007,Male,4,zengcheng,guangdong,CN,49,3/31/2014,2,1710,0,1739,2688,03-03-2014,29,85,85,0,0.679508929,1710,0
4874,12/26/2010,12/26/2010,Female,4,shanghai,shanghai,CN,30,3/31/2014,2,1212,,0,2085,1/19/2013,438,2,2,0,0.876019185,1212,0
44394,06-04-2010,05-01-2013,Male,4,nanjing,,CN,40,3/31/2014,2,1602,0,1751,2605,6/14/2013,292,44,44,0,0.700886756,1602,0
59412,11-02-2012,4/22/2013,Male,4,Cheonan-si,Chungcheongnam-do,KR,36,3/31/2014,2,1032,0,1900,2958,6/26/2013,280,65,65,0,0.617241379,1032,0
18772,3/14/2006,3/14/2006,Male,4,jinan,shandong,CN,40,3/31/2014,3,1539,0,1765,3004,3/27/2014,5,10,12,0,0.607762983,1539,0
41086,4/29/2011,4/29/2011,Female,4,dalian,liaoning,CN,50,3/31/2014,3,1212,,0,3136,11-05-2012,513,51.5,97,0,0.582158801,1212,0
1900,01-08-2013,1/30/2013,Male,4,dalian,liaoning,CN,28,3/31/2014,2,1363,1562,0,4273,2/25/2013,401,26,26,0,0.427100398,1363,0
29009,2/28/2013,06-12-2013,Male,4,liuzhou,guangxi,CN,46,3/31/2014,4,1500,0,2009,2322,7/18/2013,258,12,20,0,0.785865633,1500,0
25095,11-07-2012,11-07-2012,Female,4,wuhan,hubei,CN,43,3/31/2014,3,1186,2631,0,3105,11-10-2012,508,1.5,3,0,0.587681159,1636,2
42925,01-06-2013,01-06-2013,Male,4,Gangseo-gu,Seoul,KR,36,3/31/2014,3,1128,1757,1250,3035,6/20/2013,286,82.5,124,0,0.601235585,1353,1
59361,8/23/2011,6/14/2012,Male,4,lanzhou,gansu,CN,34,3/31/2014,3,1494,636,400,4302,8/21/2013,224,216.5,429,0,0.424058577,1494,0
58490,1/13/2010,02-09-2010,Male,4,beijing,beijing,CN,34,3/31/2014,2,1521,0,1738,2266,3/20/2014,12,14,14,0,0.805,1521,0
18593,11/13/2012,02-01-2013,Male,4,guangzhou,guangdong,CN,29,3/31/2014,2,1686,0,1519,3140,2/25/2014,36,11,11,1,0.580828025,29280,9
21949,6/26/2009,6/26/2009,Male,4,guangzhou,guangdongsheng,CN,37,3/31/2014,2,1841,1819,0,2182,03-01-2013,397,133,133,0,0.835586618,1841,0
60196,03-04-2012,03-04-2012,Female,4,zhengzhou,henan,CN,41,3/31/2014,2,1513,847,778,2487,8/16/2013,229,458,458,0,0.733071974,1513,0
40043,07-01-2009,8/27/2009,Male,4,guangzhou,guangdong,CN,37,3/31/2014,4,910,525,1427,3129,12-03-2013,120,153.6666667,235,0,0.582444871,5068,12
51825,7/17/2012,7/17/2012,Male,4,suzhou,jiangsu,CN,33,3/31/2014,3,1481,770,0,2896,09-05-2012,574,25,45,0,0.629195442,1481,0
25772,11-05-2009,12-06-2009,Male,4,shenyang,liaoning,CN,48,3/31/2014,2,1462,1725,0,2995,1/24/2013,433,57,57,0,0.608347245,1462,0
369,4/24/2012,1/13/2013,Female,4,beijing,beijing,CN,32,3/31/2014,2,1244,1281,568,2520,4/29/2013,338,106,106,0,0.72297619,15370,27
27522,10/30/2012,10-12-2013,Female,4,shenzhen,guangdong,CN,30,3/31/2014,2,1033,0,1829,2719,11/14/2013,139,33,33,0,0.67,1033,0
32847,9/30/2011,9/30/2011,Female,4,beijing,beijing,CN,33,3/31/2014,3,893,868,900,3721,4/20/2013,347,122,242,0,0.489572696,893,0
5293,5/14/2011,5/27/2011,Male,4,liuhe,jiangsu,CN,39,3/31/2014,2,1276,1615,0,2618,10-08-2012,541,4,4,0,0.695779221,1276,0
17960,11-05-2008,11-05-2008,Female,4,haerbin,heilongjiang,CN,48,3/31/2014,2,2121,1734,0,2143,3/26/2013,372,281,281,0,0.85,2121,0
19705,08-02-2011,5/22/2012,Female,4,siping,jilin,CN,59,3/31/2014,2,924,1578,0,4816,5/30/2012,672,8,8,0,0.378218439,12612,2
28574,08-08-2011,8/27/2011,Male,4,pingdingshan,henan,CN,40,3/31/2014,3,1613,1712,0,3083,1/15/2013,442,97.5,195,0,0.590723321,1613,0
24445,4/21/2012,9/15/2013,Female,4,wulumuqi,xinjiang,CN,43,3/31/2014,3,420,0,1590,5584,3/22/2014,10,94.5,188,0,0.326133596,420,0
15776,03-05-2013,3/29/2013,Male,4,shenzhen,guangdong,CN,39,3/31/2014,2,936,852,800,2965,12/17/2013,106,263,263,0,0.613973019,936,0
29490,03-05-2007,03-05-2007,Female,4,xian,shanxi,CN,40,3/31/2014,2,1630,0,1948,2130,9/23/2013,191,19,19,0,0.854624413,1630,0
35640,03-11-2007,7/30/2008,Male,4,shenyang,liaoning,CN,42,3/31/2014,2,1642,1700,0,1820,6/28/2012,643,88,88,0,1,1642,0
46265,06-12-2007,05-10-2013,Female,4,SAN JUAN,METRO MANILA,PH,57,3/31/2014,2,920,0,1500,2800,5/13/2013,324,3,3,0,0.65,920,0
14617,10/19/2011,10/19/2011,Male,4,shenzhen,guangdongsheng,CN,27,3/31/2014,3,872,1488,0,3736,9/20/2012,559,69.5,77,0,0.487085118,872,0
34829,02-07-2012,12/22/2012,Male,4,shenyang,liaoning,CN,37,3/31/2014,2,706,1710,0,2426,12/25/2012,463,3,3,0,0.75,706,0
21018,01-04-2008,1/31/2014,Male,4,zibo,shandong,CN,48,3/31/2014,2,1544,0,1749,3308,3/25/2014,7,54,54,0,0.55,1544,0
53506,09-09-2005,09-09-2005,Male,4,changchun,jilin,CN,46,3/31/2014,3,1656,1872,0,2799,3/21/2013,377,111,221,0,0.65,1656,0
2263,7/31/2005,9/21/2005,Male,4,,,HK,70,3/31/2014,2,1959,765,0,1845,5/29/2012,673,1,1,0,0.985907859,1959,0
53546,10/22/2005,1/23/2008,Male,4,shenyangshi,liaoningsheng,CN,61,3/31/2014,2,1429,0,1680,2778,1/24/2014,68,60,60,0,0.654758819,1429,0
9468,3/15/2013,7/27/2013,Female,4,guangzhoushi,guangdong,CN,37,3/31/2014,2,1039,0,1675,2714,08-02-2013,243,6,6,0,0.67,5039,8
50051,05-08-2011,05-08-2011,Male,4,wuhan,hubei,CN,38,3/31/2014,3,1364,1264,529,2403,7/28/2013,248,239,477,0,0.756666667,1364,0
62161,1/26/2011,1/27/2011,Male,4,hashi,heilongjiang,CN,43,3/31/2014,3,1860,1728,0,3030,11/16/2012,502,101,166,0,0.6,1860,0
9521,1/24/2006,1/27/2006,Female,4,guangzhou,guangdong,CN,32,3/31/2014,4,776,1357,448,4752,3/24/2014,8,213.6666667,530,0,0.3825,776,0
57958,7/23/2009,3/26/2010,Male,4,beijingshi,beijing,CN,52,3/31/2014,2,1662,1702,0,2593,01-11-2013,446,95,95,0,0.700887003,3162,1
18215,11/19/2010,11/24/2013,Female,4,guangzhou,guangdong,CN,37,3/31/2014,3,1793,0,1832,3101,2/28/2014,33,48,95,0,0.586049661,1814,4
53708,6/20/2007,08-03-2007,Male,4,shenyangshi,liaoningsheng,CN,48,3/31/2014,3,1830,1960,0,1947,3/15/2013,383,131.5,261,0,0.933333333,1830,0
15037,10/30/2011,4/30/2012,Male,4,yanji,jilin,CN,40,3/31/2014,2,1742,1130,557,1843,11-01-2013,152,550,550,0,0.985957678,1742,0
49229,11-03-2009,11/27/2009,Male,4,guangzhou,guangdong,CN,29,3/31/2014,2,0,0,1570,5344,3/26/2014,6,23,23,0,0.34,0,0
32435,05-02-2011,05-02-2011,Male,4,Sangju-si,Gyeongsangbuk-do,KR,57,3/31/2014,2,580,2800,0,2422,5/25/2012,677,10,10,0,0.75,580,0
41373,05-06-2012,05-06-2012,Male,4,Jung-gu,Daegu,KR,55,3/31/2014,2,580,2800,0,2422,05-07-2012,695,1,1,0,0.75,580,0
59438,08-09-2011,10/24/2011,Male,4,taiyuan,shanxi,CN,60,3/31/2014,4,1349,1172,715,3459,4/19/2013,348,54.33333333,147,0,0.525108413,1349,0
13397,2/24/2010,2/24/2010,Male,4,guangzhou,guangdong,CN,41,3/31/2014,3,1228,576,0,3388,3/25/2013,373,114.5,137,0,0.536097993,1228,0
11089,3/22/2005,8/19/2005,Male,4,,,CN,59,3/31/2014,4,2000,2920,0,1816,03-09-2013,389,17.33333333,27,0,1,2000,0
57751,10/31/2008,11/14/2008,Male,4,beijing,beijing,CN,36,3/31/2014,4,476,648,1226,5085,04-09-2013,358,70.66666667,207,0,0.35712881,476,0
49281,8/21/2009,6/20/2013,Male,4,guangzhou,guangdong,CN,40,3/31/2014,2,1811,0,1644,2525,9/13/2013,201,85,85,0,0.719156436,1811,0
1765,8/14/2012,11-08-2013,Male,4,shanghai,shanghai,CN,35,3/31/2014,2,954,0,,2710,11-10-2013,143,2,2,0,0.67,954,0
21725,10/19/2008,2/19/2009,Male,4,,,HK,58,3/31/2014,2,1620,735,1024,2407,04-07-2013,360,241,241,0,0.754341504,1620,0
32766,09-02-2012,1/20/2013,Female,4,zhuhai,guangdong,CN,25,3/31/2014,3,769,820,853,5443,11/30/2013,123,157,231,0,0.33358442,1969,1
45671,04-09-2006,04-09-2006,Male,4,shanghaishi,shanghaishi,CN,37,3/31/2014,2,954,0,1742,2710,01-09-2014,83,1,1,0,0.67,1722,1
47587,12/28/2007,5/13/2010,Male,4,shanghai,shanghai,CN,40,3/31/2014,2,1670,0,741,2710,01-12-2014,80,52,52,0,0.67,1670,0
55955,12-01-2012,05-02-2013,Male,4,shanghai,shanghai,CN,27,3/31/2014,3,1350,0,812,3171,12-04-2013,119,108,204,0,0.572541785,1350,0
26410,06-07-2011,3/18/2013,Male,4,yining,xinjiang,CN,44,3/31/2014,3,1539,0,918,3360,5/28/2013,309,35.5,53,0,0.540193452,1539,0
26615,2/22/2006,3/14/2006,Male,4,hangzhoushi,jiangsu,CN,52,3/31/2014,2,1356,1783,0,2342,4/26/2012,706,2,2,0,0.775,1356,0
55590,03-10-2011,04-06-2012,Male,4,shanghai,shanghai,CN,33,3/31/2014,2,1397,800,0,2574,04-01-2013,366,360,360,0,0.70506993,1397,0
12312,5/31/2008,9/29/2012,Male,4,shenzhen,guangdong,CN,34,3/31/2014,2,1772,1862,0,1910,2/15/2013,411,139,139,0,0.95,1772,0
18747,2/18/2006,2/18/2006,Male,4,nanning,guangxi,CN,52,3/31/2014,2,1478,0,1680,2254,4/21/2013,346,2,2,0,0.804968944,1478,0
33864,8/25/2012,8/25/2012,Male,4,jinanshi,shandongsheng,CN,33,3/31/2014,2,1420,960,590,2112,7/25/2013,251,334,334,0,0.8590625,1420,0
28654,01-08-2012,6/18/2012,Male,5,shanghai,shanghai,CN,31,3/31/2014,3,435,946,757,5278,06-05-2013,301,176,348,0,0.343740053,652,1
45106,11-01-2010,10/29/2013,Female,4,guangzhou,guangdong,CN,39,3/31/2014,2,1251,0,1921,2480,01-03-2014,89,66,66,0,0.731532258,3857,18
51580,06-08-2012,06-08-2012,Female,4,shanghai,shanghai,CN,37,3/31/2014,2,963,,0,2693,2/16/2013,410,253,253,0,0.673468251,963,0
6811,12-08-2012,12-08-2012,Male,4,nanjing,jiangsu,CN,33,3/31/2014,3,1721,504,1346,2365,01-02-2014,90,195,257,0,0.766832981,1721,0
20484,12-03-2005,12-03-2005,Male,4,futian,fujian,CN,51,3/31/2014,2,1865,1280,562,1964,6/25/2013,281,388,388,0,0.923177189,1865,0
9305,2/27/2012,10/25/2012,Female,4,guangzhou,guangdong,CN,36,3/31/2014,2,1045,400,1292,3032,12-08-2013,115,409,409,0,0.597971636,14712,22
39080,04-04-2008,05-10-2008,Male,4,chengdu,sichuan,CN,39,3/31/2014,3,2013,0,2415,2229,10-06-2013,178,69.5,89,0,0.813333333,2013,0
8750,4/20/2006,4/20/2006,Male,4,HRB,,CN,42,3/31/2014,3,1034,0,1690,4199,10/30/2013,154,84,163,2,0.431709931,1034,2
27352,9/14/2011,10-01-2011,Female,4,zhengzhou,henan,CN,34,3/31/2014,2,953,0,1664,2640,8/25/2013,220,131,131,0,0.686647727,1169,10
48763,04-09-2009,04-09-2009,Male,4,beijing,beijing,CN,42,3/31/2014,3,1567,1788,0,2101,1/17/2013,440,141,280,0,0.862732032,1567,0
6713,12-09-2012,7/16/2013,Male,4,wuhan,hubei,CN,30,3/31/2014,3,1453,0,1723,2649,11/19/2013,134,63,124,0,0.684212911,1453,0
36136,12/13/2010,01-07-2011,Male,4,shanghai,shanghai,CN,46,3/31/2014,3,479,0,1790,3992,12/15/2013,108,87,173,0,0.453997996,13037,34
29572,11/24/2007,1/21/2008,Male,4,shanghai,shanghai,CN,55,3/31/2014,3,484,770,0,5598,3/21/2013,377,71.5,139,0,0.323740622,484,0
18563,9/19/2012,9/23/2012,Male,4,foshan,guangdong,CN,39,3/31/2014,3,516,1351,428,4036,09-06-2013,208,174,347,0,0.449018831,4013,11
289,09-07-2011,7/18/2013,Male,4,nanjing,jiangsu,CN,39,3/31/2014,2,1960,0,1792,1991,8/26/2013,219,39,39,0,0.910145655,2886,1
36484,1/24/2013,2/20/2013,Female,4,shenzhen,guangdong,CN,29,3/31/2014,4,1914,584,1401,2664,12/19/2013,104,100.6666667,159,0,0.68,3381,7
479,12/26/2012,04-12-2013,Female,4,guangzhou,guangdong,CN,32,3/31/2014,3,844,0,1634,4220,11/28/2013,125,115,130,0,0.429265403,1193,4
9277,11/27/2011,1/25/2012,Female,4,shanghai,shanghai,CN,30,3/31/2014,4,1486,648,0,3044,10/28/2013,156,151.3333333,267,0,0.595,13701,33
56103,12/21/2004,6/18/2007,Male,4,,,CN,37,3/31/2014,3,467,0,1802,4043,12-08-2013,115,31.5,58,0,0.447897601,467,0
15275,12-10-2011,12-10-2011,Male,4,huadu,guangdong,CN,33,3/31/2014,3,1461,1673,0,2474,2/27/2013,399,44,58,0,0.731932094,1461,0
7103,12-10-2012,12-10-2012,Male,4,shanghai,shanghai,CN,28,3/31/2014,3,968,0,665,4620,10-09-2013,175,151.5,302,0,0.391896104,968,0
